sha,author,date,message
2630,Michael Froman,"December 04, 2024 11:22 PM",Bug Vendor libwebrtc from eeddaa Upstream commit httpswebrtcgooglesourcecomsrceeddaaadabbddfcdbdaf Callback to NetworkStateEstimateObserver before NetworkLinkRtcpObserver If RTCP compound message is received with both these messages NetworkStateEstimator should be invoked before NetworkLinkRtcpObserver since remote network state estimate may set limits on the BWE calculated from the transport feedback Bug webrtc ChangeId Ieaccddcebcfdcef Reviewedon httpswebrtcreviewgooglesourcecomcsrc Reviewedby Danil Chapovalov danilchapwebrtcorg CommitQueue Per Kjellander perkjwebrtcorg CrCommitPosition refsheadsmain
2631,Michael Froman,"December 04, 2024 11:21 PM",Bug Vendor libwebrtc from ff We already cherrypicked this when we vendored ebbc Upstream commit httpswebrtcgooglesourcecomsrcffddebdd Post corruption score aggregation to worker thread Bug webrtc ChangeId Iaaaaadadbb Reviewedon httpswebrtcreviewgooglesourcecomcsrc Reviewedby Erik Språng sprangwebrtcorg CommitQueue Åsa Persson asaperssonwebrtcorg AutoSubmit Emil Vardar xWF vardargooglecom Reviewedby Åsa Persson asaperssonwebrtcorg CrCommitPosition refsheadsmain
2632,Edgar Chen,"December 04, 2024 11:21 PM",Bug Handle the clipboard sequence number more reliably rgeckoviewreviewersm kato OnPrimaryClipChangedListener might be invoked asynchronously or multiple times after setting clipboard data which could unexpectedly modify the sequence number and cause the nsIClipboardDataSnapshot to become invalid even if the clipboard data hasnt changed This patch uses the timestamp of the associated ClipData as an identifier and ignores OnPrimaryClipChangedListener if we determine that the clipboard data hasnt changed For platforms with an API level higher than the timestamp is retrieved from ClipDescriptiongetTimestamp Alternatively if the platform supports ClipDescriptionsetExtras we set custom data in the extended data of the clip description Differential Revision httpsphabricatorservicesmozillacomD
2633,Michael Froman,"December 04, 2024 11:19 PM",Bug Vendor libwebrtc from fdbac Upstream commit httpswebrtcgooglesourcecomsrcfdbacbbcecdfdede Roll chromium revision eece Change log httpschromiumgooglesourcecomchromiumsrclogeece Full diff httpschromiumgooglesourcecomchromiumsrceece Changed dependencies fuchsia version versionversion srcbase httpschromiumgooglesourcecomchromiumsrcbaselogefaad srcbuild httpschromiumgooglesourcecomchromiumsrcbuildlogfafae srcios httpschromiumgooglesourcecomchromiumsrcioslogefcfc srctesting httpschromiumgooglesourcecomchromiumsrctestinglogdcbbcbccddabde srcthird party httpschromiumgooglesourcecomchromiumsrcthird partylogdefaca srcthird partydepot tools httpschromiumgooglesourcecomchromiumtoolsdepot toolsgitlogeabbdcace srcthird partyfreetypesrc httpschromiumgooglesourcecomchromiumsrcthird partyfreetypegitlogfabefefbffadf srcthird partykotlin stdlibcipd zgrGgJIQFHGT ufYaPwBBQlC kJVEwfEkCXJ doIQtGFaSQBNoqFGvSaGEUdjxMTUC srcthird partyperfetto httpsandroidgooglesourcecomplatformexternalperfettogitlogefaffdb srcthird partyrcipd tFxIztfKUbVMrUFnXdBdepJihfEDMItNUCifwP NzMYlgAsSGEotYNhQgVgXCslvXIrRwC srctools httpschromiumgooglesourcecomchromiumsrctoolslogfeadffff DEPS diff httpschromiumgooglesourcecomchromiumsrceeceDEPS Clang version changed llvmorginitgcllvmorginitgdbde Details httpschromiumgooglesourcecomchromiumsrceecetoolsclangscriptsupdatepy BUGNone ChangeId Iecfffdeaddace Reviewedon httpswebrtcreviewgooglesourcecomcsrc BotCommit Autoroller chromiumwebrtcautorollwebrtcciiamgserviceaccountcom CommitQueue Autoroller chromiumwebrtcautorollwebrtcciiamgserviceaccountcom CrCommitPosition refsheadsmain
2634,Michael Froman,"December 04, 2024 11:18 PM",Bug Vendor libwebrtc from fcec Upstream commit httpswebrtcgooglesourcecomsrcfcecabbedbdacfcf Add missing fieldtrial in VpEncoderReferencesFuzzer Bug chromium ChangeId Icefcdfeffccbb Reviewedon httpswebrtcreviewgooglesourcecomcsrc CommitQueue Ilya Nikolaevskiy ilnikwebrtcorg Reviewedby Danil Chapovalov danilchapwebrtcorg CrCommitPosition refsheadsmain
2635,Michael Froman,"December 04, 2024 11:16 PM",Bug Vendor libwebrtc from dafa Upstream commit httpswebrtcgooglesourcecomsrcdafacbfaafbefabfa Prepare function for deprecation The FrameToRender function is considered a part of WebRTCs API so it cannot just be removed all at once Since it is a pure virtual function it needs some preparation for the deprecation This CL implements a default implementation It will now be possible to not implement the function but it will kill the process in that case Bug webrtc ChangeId Iacababdabebbabfccaa Reviewedon httpswebrtcreviewgooglesourcecomcsrc CommitQueue Erik Språng sprangwebrtcorg AutoSubmit Fanny Linderborg linderborgwebrtcorg Reviewedby Erik Språng sprangwebrtcorg CrCommitPosition refsheadsmain
2636,Michael Froman,"December 04, 2024 11:08 PM",Bug Vendor libwebrtc from a Upstream commit httpswebrtcgooglesourcecomsrcaeffebebaadbd Remove the iLBC audio codec Bug webrtc ChangeId Iaadaaefcbeaca Reviewedon httpswebrtcreviewgooglesourcecomcsrc CommitQueue Alessio Bazzica alessiobwebrtcorg Reviewedby Harald Alvestrand htawebrtcorg Reviewedby Mirko Bonadei mbonadeiwebrtcorg CrCommitPosition refsheadsmain
2637,David P,"December 04, 2024 11:03 PM",Bug Iterate over a copy of WifiListenerData to allow mutation rneckoreviewerskershaw To avoid iterators being invalidated during iteration this needs a collection that allows mutation during iteration like stdset or a copy This uses a copy to get the best asymptotic performance Includes a test that both OnChange and OnError allow listener removal Differential Revision httpsphabricatorservicesmozillacomD
2638,Michael Froman,"December 04, 2024 11:03 PM",Bug Vendor libwebrtc from adcd Upstream commit httpswebrtcgooglesourcecomsrcadcdaaedcfeefbceccddb Introduce AudioProcessingFactory interface This interface allows to delegate construction of AudioProcessing to the PeerConnectionFactory where it can provide propagated field trials Bug webrtc ChangeId Iecdeafafeaef Reviewedon httpswebrtcreviewgooglesourcecomcsrc Reviewedby Harald Alvestrand htawebrtcorg CommitQueue Danil Chapovalov danilchapwebrtcorg CrCommitPosition refsheadsmain
2639,Kershaw Chang,"December 04, 2024 11:02 PM",Bug Allow file size customization based on bandwidth in downloadupload test rleggertperftestreviewerstaskgraphreviewersbhearsumsparky Differential Revision httpsphabricatorservicesmozillacomD
2640,Otto Länd,"December 04, 2024 11:04 PM",Bug apply code formatting via Lando ignorethischangeset
2641,David Shin,"December 04, 2024 11:02 PM",Bug Remove workaround for avoiding blockdirection scroll in singleline input elements rlayoutreviewersemilio Unfortunately the textarea hack remains since the previous patch only affects padding inflation in block direction Differential Revision httpsphabricatorservicesmozillacomD
2642,David Shin,"December 04, 2024 11:02 PM",Bug Line participant frames contribute to paddinginflated scrollable overflow only up to line bounds rlayoutreviewersemilio Differential Revision httpsphabricatorservicesmozillacomD
2643,Michael Froman,"December 04, 2024 11:01 PM",Bug Vendor libwebrtc from debfade Upstream commit httpswebrtcgooglesourcecomsrcdebfadeacccecaadfae Roll chromium revision abcaceec Change log httpschromiumgooglesourcecomchromiumsrclogabcaceec Full diff httpschromiumgooglesourcecomchromiumsrcabcaceec Changed dependencies srcbase httpschromiumgooglesourcecomchromiumsrcbaselogedfee srcbuild httpschromiumgooglesourcecomchromiumsrcbuildlogddffdf srcbuildtools httpschromiumgooglesourcecomchromiumsrcbuildtoolslogefdc srcios httpschromiumgooglesourcecomchromiumsrcioslogebacfaefcfc srctesting httpschromiumgooglesourcecomchromiumsrctestinglogbdbddcbbc srcthird party httpschromiumgooglesourcecomchromiumsrcthird partylogebbdefa srcthird partyboringsslsrc httpsboringsslgooglesourcecomboringsslgitlogbccfafefa srcthird partyfreetypesrc httpschromiumgooglesourcecomchromiumsrcthird partyfreetypegitlogddeefffabefe srcthird partylibcsrc httpschromiumgooglesourcecomexternalgithubcomllvmllvmprojectlibcxxgitlogeedbafdb srcthird partylibcabisrc httpschromiumgooglesourcecomexternalgithubcomllvmllvmprojectlibcxxabigitlogbcbadcb srcthird partyperfetto httpsandroidgooglesourcecomplatformexternalperfettogitlogaacef srcthird partyrcipd DgLLUikHZcyauaYqRCD lXrhQpZWqKiTDuafFSPECtFxIztfKUbVMrUFnXdBdepJihfEDMItNUC srctools httpschromiumgooglesourcecomchromiumsrctoolslogbcfbfea DEPS diff httpschromiumgooglesourcecomchromiumsrcabcaceecDEPS No update to Clang BUGNone ChangeId Iddefaaaffefbcecceaa Reviewedon httpswebrtcreviewgooglesourcecomcsrc CommitQueue Autoroller chromiumwebrtcautorollwebrtcciiamgserviceaccountcom BotCommit Autoroller chromiumwebrtcautorollwebrtcciiamgserviceaccountcom CrCommitPosition refsheadsmain
2644,Michael Froman,"December 04, 2024 10:59 PM",Bug Vendor libwebrtc from ceffa Upstream commit httpswebrtcgooglesourcecomsrcceffadefdacbedd add DTLSSrtpTransportSrtpTransport integration test which shows that a DtlsSrtpTransport can send and receive from the SrtpTransport which extracts the key from its DTLS transport The SrtpTransport takes its keys from the DtlsSrtpTransport which by the way of encryption and decryption ensures both sides agree on the keys to use BUGwebrtc ChangeId Icaeeababefbcfdeadbe Reviewedon httpswebrtcreviewgooglesourcecomcsrc Reviewedby Jeremy Leconte jlecontewebrtcorg Reviewedby Harald Alvestrand htawebrtcorg CommitQueue Philipp Hancke phanckemetacom CrCommitPosition refsheadsmain
2645,Greg Stoll,"December 04, 2024 10:58 PM",Bug part dont delete actor in a sync message ripcreviewersnika While this doesnt seem to be causing any problems it also doesnt seem like a good idea to be doing Differential Revision httpsphabricatorservicesmozillacomD
2646,Greg Stoll,"December 04, 2024 10:58 PM",Bug part fix assert in unrelated test redgar textxmozurl data is supposed to have a newline and a description see this assertion on Windows httpssearchfoxorgmozillacentralrevfdfffcbecceeedfceacfbbwidgetwindowsnsDataObjcpp This causes asserts in the test when run on Windows but it still passes which made me waste a bit of time investigating Differential Revision httpsphabricatorservicesmozillacomD
2647,Greg Stoll,"December 04, 2024 10:58 PM",Bug part add tests rdlpreviewershandyman Differential Revision httpsphabricatorservicesmozillacomD
2648,Greg Stoll,"December 04, 2024 10:58 PM",Bug part share DataTransfer between clipboard event and calls to HandlePaste redgardlpreviewersmasayukihandyman This handles a race condition so if the user copies new data to the clipboard while Content Analysis is ongoing the original data will be used in the paste action Differential Revision httpsphabricatorservicesmozillacomD
2649,Greg Stoll,"December 04, 2024 10:58 PM",Bug part small DataTransfer fixes rdlpreviewershandyman Also fixes a problem with DataTransferClone where it wasnt propagating the mClipboardDataSnapshot Differential Revision httpsphabricatorservicesmozillacomD
2650,Michael Froman,"December 04, 2024 10:50 PM",Bug Vendor libwebrtc from dbddfef Upstream commit httpswebrtcgooglesourcecomsrcdbddfefcaeccbdbdfb Split up the callvideo stream api target The split shows that some places dont need it at all Most other places will depend on both send and receive stream targets Bug webrtc ChangeId Iaeecabfbffb Reviewedon httpswebrtcreviewgooglesourcecomcsrc Reviewedby Mirko Bonadei mbonadeiwebrtcorg CommitQueue Harald Alvestrand htawebrtcorg CrCommitPosition refsheadsmain
2651,Michael Froman,"December 04, 2024 10:49 PM",Bug Vendor libwebrtc from e Upstream commit httpswebrtcgooglesourcecomsrcecaebefffd Work around stdc bug with clang stdoptionalTemplace without a value is broken on clang with gnu libstdc this workarounds the bug by using the assignment operator instead httpsgccgnuorgbugzillashow bugcgiid Bug None ChangeId Ifdffdeeabecdbebd Reviewedon httpswebrtcreviewgooglesourcecomcsrc CommitQueue Mirko Bonadei mbonadeiwebrtcorg Reviewedby Harald Alvestrand htawebrtcorg CrCommitPosition refsheadsmain
2652,Michael Froman,"December 04, 2024 10:47 PM",Bug Vendor libwebrtc from eddc Upstream commit httpswebrtcgooglesourcecomsrceddcffeafafadfedf Add MB config for use custom libcxxfalse Bug b ChangeId Ibffbedabbdbeafccedf Reviewedon httpswebrtcreviewgooglesourcecomcsrc CommitQueue Jeremy Leconte jlecontewebrtcorg CommitQueue Mirko Bonadei mbonadeiwebrtcorg AutoSubmit Mirko Bonadei mbonadeiwebrtcorg Reviewedby Jeremy Leconte jlecontewebrtcorg CrCommitPosition refsheadsmain
2653,Michael Froman,"December 04, 2024 10:46 PM",Bug Vendor libwebrtc from aaebf Upstream commit httpswebrtcgooglesourcecomsrcaaebfdffcecabadbc Update WebRTC code version T Bug None ChangeId Ibadeaaecdd Reviewedon httpswebrtcreviewgooglesourcecomcsrc BotCommit webrtcversionupdaterwebrtcciiamgserviceaccountcom webrtcversionupdaterwebrtcciiamgserviceaccountcom CommitQueue webrtcversionupdaterwebrtcciiamgserviceaccountcom webrtcversionupdaterwebrtcciiamgserviceaccountcom CrCommitPosition refsheadsmain
2654,Michael Froman,"December 04, 2024 10:44 PM",Bug Vendor libwebrtc from dcaf Upstream commit httpswebrtcgooglesourcecomsrcdcafbcffedcddfafafeaca Roll chromium revision ffcdfabcac Change log httpschromiumgooglesourcecomchromiumsrclogffcdfabcac Full diff httpschromiumgooglesourcecomchromiumsrcffcdfabcac Changed dependencies srcios httpschromiumgooglesourcecomchromiumsrcioslogddebebacfa srctesting httpschromiumgooglesourcecomchromiumsrctestinglogebdbd srcthird partydepot tools httpschromiumgooglesourcecomchromiumtoolsdepot toolsgitlogabfea srcthird partyperfetto httpsandroidgooglesourcecomplatformexternalperfettogitlogaaaac srcthird partyrcipd pzTUkzHpjnobJWYujrZdGqQgOvpHAJhBmnCDgLLUikHZcyauaYqRCD lXrhQpZWqKiTDuafFSPEC srctools httpschromiumgooglesourcecomchromiumsrctoolslogddebccbcfb srctoolslucigo git revisionffebccdfaagit revisiondddfaacaafff srctoolslucigo git revisionffebccdfaagit revisiondddfaacaafff DEPS diff httpschromiumgooglesourcecomchromiumsrcffcdfabcacDEPS No update to Clang BUGNone ChangeId Iaabdcdfaaaffbf Reviewedon httpswebrtcreviewgooglesourcecomcsrc BotCommit Autoroller chromiumwebrtcautorollwebrtcciiamgserviceaccountcom CommitQueue Autoroller chromiumwebrtcautorollwebrtcciiamgserviceaccountcom CrCommitPosition refsheadsmain
2655,Michael Froman,"December 04, 2024 10:43 PM",Bug Vendor libwebrtc from cacad Upstream commit httpswebrtcgooglesourcecomsrccacadeceeceecfe Reland Spanify SRTP key export This is a reland of commit aefebdffbaabcdfd with more backward compat which also fixes the offbyone issue which caused wrong SRTP keys to be extracted Original changes description Spanify SRTP key export and simplify the interface used as this is only used for exporting SRTP keys and passing arcane OpenSSL arguments around does not make much sense BUGwebrtc ChangeId Ieafebebddabadd Reviewedon httpswebrtcreviewgooglesourcecomcsrc CommitQueue Philipp Hancke phanckemetacom Reviewedby Harald Alvestrand htawebrtcorg Reviewedby Florent Castelli orphiswebrtcorg CrCommitPosition refsheadsmain Bug webrtc ChangeId Iddcfeffbfcce Reviewedon httpswebrtcreviewgooglesourcecomcsrc Reviewedby Harald Alvestrand htawebrtcorg Reviewedby Jeremy Leconte jlecontewebrtcorg CommitQueue Philipp Hancke phanckemetacom CrCommitPosition refsheadsmain
2656,Sebastian Hengst,"December 04, 2024 10:33 PM",Bug adjust expectations for reftests on macOS with x rjmaher Differential Revision httpsphabricatorservicesmozillacomD
2657,Michael Froman,"December 04, 2024 10:31 PM",Bug Vendor libwebrtc from af Upstream commit httpswebrtcgooglesourcecomsrcafffbcacebccdaeea Roll chromium revision fdabffcdf Change log httpschromiumgooglesourcecomchromiumsrclogfdabffcdf Full diff httpschromiumgooglesourcecomchromiumsrcfdabffcdf Changed dependencies srcbase httpschromiumgooglesourcecomchromiumsrcbaselogbcecedfe srcbuild httpschromiumgooglesourcecomchromiumsrcbuildlogbcddffd srcbuildtools httpschromiumgooglesourcecomchromiumsrcbuildtoolslogcefd srcios httpschromiumgooglesourcecomchromiumsrcioslogccfddeb srctesting httpschromiumgooglesourcecomchromiumsrctestinglogcce srcthird party httpschromiumgooglesourcecomchromiumsrcthird partylogfebbebb srcthird partyboringsslsrc httpsboringsslgooglesourcecomboringsslgitlogfeebc srcthird partydepot tools httpschromiumgooglesourcecomchromiumtoolsdepot toolsgitlogabffabf srcthird partykotlinccurrent XQU IMFOEUFAchvXNwUIHvUmhhNcQkFFsaBgECmJnTCQS AIoMnMxOnIfbdYzEpLCRUfJsBoTLwC srcthird partylibaomsourcelibaom httpsaomediagooglesourcecomaomgitlogfcfaf srcthird partylibcsrc httpschromiumgooglesourcecomexternalgithubcomllvmllvmprojectlibcxxgitlogfaaadeedb srcthird partylibcabisrc httpschromiumgooglesourcecomexternalgithubcomllvmllvmprojectlibcxxabigitlogefdfbcb srcthird partylibunwindsrc httpschromiumgooglesourcecomexternalgithubcomllvmllvmprojectlibunwindgitlogfbefcbaad srcthird partyperfetto httpsandroidgooglesourcecomplatformexternalperfettogitlogdcaa srctools httpschromiumgooglesourcecomchromiumsrctoolslogebdfdddebcc DEPS diff httpschromiumgooglesourcecomchromiumsrcfdabffcdfDEPS No update to Clang BUGNone ChangeId Ifdeaeeeeecaaebdbf Reviewedon httpswebrtcreviewgooglesourcecomcsrc CommitQueue Autoroller chromiumwebrtcautorollwebrtcciiamgserviceaccountcom BotCommit Autoroller chromiumwebrtcautorollwebrtcciiamgserviceaccountcom CrCommitPosition refsheadsmain
2658,Ryan VanderMeulen,"December 04, 2024 10:29 PM",No bug Update Firefox Pocket Guide to reflect updated QA milestones DONTBUILD Differential Revision httpsphabricatorservicesmozillacomD
2659,Michael Froman,"December 04, 2024 10:29 PM",Bug Vendor libwebrtc from bdee Upstream commit httpswebrtcgooglesourcecomsrcbdeeebaeceeafa Refactor FindMatchingCodec This is in preparation for making a matcher that checks the parameters when all payload types come from the same number space Bug webrtc ChangeId Ibcffeedebfaffafbce Reviewedon httpswebrtcreviewgooglesourcecomcsrc Reviewedby Florent Castelli orphiswebrtcorg CommitQueue Harald Alvestrand htawebrtcorg CrCommitPosition refsheadsmain
2660,Arturo Mejia,"December 04, 2024 10:17 PM",Bug Address localizability issue in new onboarding string manage preferences randroidreviewerstwhiteflod Differential Revision httpsphabricatorservicesmozillacomD
2661,Erik Nordin,"December 04, 2024 10:11 PM",Bug Update Translations EE Tests to Use Bergamot rtranslationsreviewersgregtatum This patch updates the URL of the Translations endtoend test artifact fetches to uniqlize the latest version of Bergamot compiled from httpsgithubcommozillatranslations Depends on D Differential Revision httpsphabricatorservicesmozillacomD
2662,Erik Nordin,"December 04, 2024 10:11 PM",Bug Bump BERGAMOT MAJOR VERSION from to rtranslationsreviewersgregtatum This patch pulls in the latest generated JavaScript WASM glue code for Bergamot version and bumps the majorversion constant to ensure that only x versions are used from here on Depends on D Differential Revision httpsphabricatorservicesmozillacomD
2663,Erik Nordin,"December 04, 2024 10:11 PM",Bug Improve Left Double Quote Segmentation for CJK Translations rtranslationsreviewersgregtatum This patch adds logic to our textcleaning algorithm to improve segmentation in a specific edgecase scenario where the IntlSegmenter algorithm produces a sentence break that is not ideal for translation Depends on D Differential Revision httpsphabricatorservicesmozillacomD
2664,Erik Nordin,"December 04, 2024 10:11 PM",Bug Update TranslationsEngine to utilize Bergamot WASM bindings rtranslationsreviewersgregtatum This patch updates the TranslationsEngine code to utilize the the updated WASM bindings in Bergamot version Depends on D Differential Revision httpsphabricatorservicesmozillacomD
2665,Erik Nordin,"December 04, 2024 10:11 PM",Bug Update WASM Bindings for Bergamot rtranslationsreviewersgregtatum This patch updates the Translations typescript definintions to conform to the updated WASM bindings in Bergamot version Differential Revision httpsphabricatorservicesmozillacomD
2666,Valentin Gosu,"December 04, 2024 10:05 PM",Bug Make sure challenge comparator is valid strictweak ordering rneckoreviewerskershaw Differential Revision httpsphabricatorservicesmozillacomD
2667,Dão Gottwald,"December 04, 2024 08:58 PM",Bug Extend urlbarquick suggest contextual opt in probe to Firefox rurlbarreviewersjteow Differential Revision httpsphabricatorservicesmozillacomD
2668,mike a.,"December 04, 2024 08:50 PM",Bug Add telemetry for pick a theme onboarding card randroidreviewerstwhitegmalekpour Differential Revision httpsphabricatorservicesmozillacomD
2669,Olivia Hall,"December 04, 2024 08:27 PM",Bug Update GeckoViewTest Priority Expectations rgeckoviewreviewerskaya This patch reverts part of bug and adjusts the test setActiveProcessPriorityTest based on the new fission behavior Differential Revision httpsphabricatorservicesmozillacomD
2670,Nika Layzell,"December 04, 2024 08:27 PM",Bug Part Directly visit BrowserParent for IsPriorityActive rsmaug Previously we were calling these methods more often than necessary as theyd be called multiple times perBrowserParent if a single BrowserParent is hosting multiple frames Differential Revision httpsphabricatorservicesmozillacomD
2671,Nika Layzell,"December 04, 2024 08:27 PM",Bug Part Always set browser priority in BrowserParent constructor rmccr Without this change if were in a new process we wont lower the priority when navigating a background browser into the process This should ensure we always recompute priority after creating a new BrowserParent even if the BrowsingContext is not active Differential Revision httpsphabricatorservicesmozillacomD
2672,Tim Xia,"December 04, 2024 08:09 PM",Bug Update Chatbot to meet UX spec rMardakdesktopthemereviewersfirefoxaimlreviewershjones Add border radius of px to select and buttons Add padding left and right for header Reduce caretpadding cause now we have leftpadding from header First mozbutton should have px margin spacing on the right Add marginblock varspacexsmall to select element to make header px Differential Revision httpsphabricatorservicesmozillacomD
2673,Meg Viar,"December 04, 2024 07:55 PM",Bug Update aboutwelcome UI template documentation in source doc romcreviewersnegin DONTBUILD Update documentation in Firefox Source Docs providing and overview of aboutwelcome Differential Revision httpsphabricatorservicesmozillacomD
2674,adylanmclamb,"December 04, 2024 07:48 PM",Bug Only get URL when needed in UrlbarController speculativeConnect rStandardurlbarreviewers Differential Revision httpsphabricatorservicesmozillacomD
2675,Meera Murthy,"December 04, 2024 07:14 PM",Bug translations Ensure Translations Settings Page Reloads Correctly on Refresh rnordzillasettingsreviewersmossoptranslationsreviewers Differential Revision httpsphabricatorservicesmozillacomD
2676,Meera Murthy,"December 04, 2024 07:14 PM",Bug translations Add keyboard arrow navigation for Language lists rnordzillasettingsreviewerstranslationsreviewersmossop Differential Revision httpsphabricatorservicesmozillacomD
2677,Meera Murthy,"December 04, 2024 07:14 PM",Bug translations Refactor the code to add lazy getters for accessing elements in the document with names Move the language list HTML elements into html file and toggle its visibility using the hidden attribute rnordzillasettingsreviewersdesktopthemereviewerstranslationsreviewersmossopdao Differential Revision httpsphabricatorservicesmozillacomD
2678,Aristide Tossou,"December 04, 2024 07:07 PM",Bug Update Transformersjs to v and the corresponding onnx rtarek Differential Revision httpsphabricatorservicesmozillacomD
2679,Nika Layzell,"December 04, 2024 07:05 PM",Bug Part Add a basic test for attachment errorpage loads rsmaug Differential Revision httpsphabricatorservicesmozillacomD
2680,Nika Layzell,"December 04, 2024 07:05 PM",Bug Part Cancel the channel rather than disconnecting listeners for nsDocumentOpenInfo failures rsmaug This allows the load to proceed through the regular RedirectToRealChannel path and get a session history entry specified rather than loading an error page without a session history entry which leads to strange session history behaviour This specific case should be OK to do in this way as the checks will also happen incontent meaning that the error should also occur in content after RedirectToRealChannel without any extra work Differential Revision httpsphabricatorservicesmozillacomD
2681,Alexandru Marc,"December 04, 2024 08:37 PM",Backed out changesets bug build bustages EditorBasecpp CLOSED TREE Backed out changeset dbafbae bug Backed out changeset dfaac bug Backed out changeset a bug Backed out changeset acbe bug Backed out changeset cbb bug 
2682,Emilio Cobos Álvarez,"December 04, 2024 07:50 PM",Bug Fix browser parsable cssjs failure by adding a few more UA sheets CLOSED TREE
2683,Alexandru Marc,"December 04, 2024 07:34 PM",Backed out changeset cadbcaec bug for causing mass build bustages
2684,Iain Ireland,"December 04, 2024 07:03 PM",Bug Add testing function to disassemble baseline ics rmgaudet Differential Revision httpsphabricatorservicesmozillacomD
2685,Greg Stoll,"December 04, 2024 07:01 PM",Bug part dont delete actor in a sync message ripcreviewersnika While this doesnt seem to be causing any problems it also doesnt seem like a good idea to be doing Differential Revision httpsphabricatorservicesmozillacomD
2686,Greg Stoll,"December 04, 2024 07:01 PM",Bug part fix assert in unrelated test redgar textxmozurl data is supposed to have a newline and a description see this assertion on Windows httpssearchfoxorgmozillacentralrevfdfffcbecceeedfceacfbbwidgetwindowsnsDataObjcpp This causes asserts in the test when run on Windows but it still passes which made me waste a bit of time investigating Differential Revision httpsphabricatorservicesmozillacomD
2687,Greg Stoll,"December 04, 2024 07:01 PM",Bug part add tests rdlpreviewershandyman Differential Revision httpsphabricatorservicesmozillacomD
2688,Greg Stoll,"December 04, 2024 07:01 PM",Bug part share DataTransfer between clipboard event and calls to HandlePaste redgardlpreviewersmasayukihandyman This handles a race condition so if the user copies new data to the clipboard while Content Analysis is ongoing the original data will be used in the paste action Differential Revision httpsphabricatorservicesmozillacomD
2689,Greg Stoll,"December 04, 2024 07:01 PM",Bug part small DataTransfer fixes rdlpreviewershandyman Also fixes a problem with DataTransferClone where it wasnt propagating the mClipboardDataSnapshot Differential Revision httpsphabricatorservicesmozillacomD
